PBS ID,Cycle,Queued Time (s),Elapsed Time (s),Executable,APID,Nodes,Wallclock Used,Wallclock Requested,Memory Used,Memory Requested,CPU Time,Read IO,Write IO,Energy,Lustre device,read,written,open,close,create,getattr,setattr,perms,mkdir,rmdir,readdir,link,unlink,rename
8542450,20061201T0000Z,30581.0,11514.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8591169,20061204T0000Z,28216.0,11582.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8642138,20061207T0000Z,20232.0,11357.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8691318,20061210T0000Z,48305.0,11937.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8767824,20061213T0000Z,958.0,12196.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8784263,20061216T0000Z,341.0,11342.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8800601,20061219T0000Z,41100.0,11837.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8873624,20061222T0000Z,22196.0,11251.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8917613,20061225T0000Z,7852.0,12097.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8942616,20061228T0000Z,26815.0,12601.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8993925,20070101T0000Z,5931.0,11989.0,,,,,,,,,,,,,,,,,,,,,,,,,,
9017957,20070104T0000Z,2197.0,12171.0,,,,,,,,,,,,,,,,,,,,,,,,,,
9036135,20070107T0000Z,5510.0,11649.0,,,,,,,,,,,,,,,,,,,,,,,,,,
9058989,20070110T0000Z,544.0,12167.0,,,,,,,,,,,,,,,,,,,,,,,,,,
9074570,20070113T0000Z,1056.0,12361.0,um-atmos.exe,22009240.0,300.0,12287.8,86%,7.3T,20%,126.4M,900.6G,711.2G,850.5M,/projects,607.9G,763.2G,20.0k,20.0k,11.0,264.5k,0.0,201.2k,1.0,0.0,0.0,0.0,1.0,0.0
9093607,20070116T0000Z,2546.0,12057.0,,,,,,,,,,,,,,,,,,,,,,,,,,
9112178,20070119T0000Z,4922.0,11635.0,,,,,,,,,,,,,,,,,,,,,,,,,,
9133262,20070122T0000Z,17683.0,11380.0,,,,,,,,,,,,,,,,,,,,,,,,,,
9179484,20070125T0000Z,38916.0,11472.0,,,,,,,,,,,,,,,,,,,,,,,,,,
9391415,20070128T0000Z,1727.0,12078.0,um-atmos.exe,22396428.0,300.0,11991.1,84%,9.9T,26%,123.4M,814.9G,894.2G,832.6M,/projects,607.9G,959.7G,27.4k,27.4k,5.0,341.5k,0.0,274.6k,1.0,0.0,0.0,0.0,1.0,0.0
9411558,20070201T0000Z,39294.0,12581.0,,,,,,,,,,,,,,,,,,,,,,,,,,
9487050,20070204T0000Z,48442.0,12016.0,,,,,,,,,,,,,,,,,,,,,,,,,,
9573842,20070207T0000Z,38192.0,11587.0,um-atmos.exe,22681334.0,300.0,11336.5,79%,12.3T,33%,116.7M,738.5G,710.7G,775.5M,/projects,0,0,19.0k,19.0k,11.0,77.3k,0.0,190.8k,1.0,0.0,0.0,0.0,1.0,0.0
9649968,20070210T0000Z,46708.0,11622.0,um-atmos.exe,22783455.0,300.0,11534.7,80%,10.8T,29%,118.7M,770.1G,711.1G,799.0M,/projects,0,0,40.4k,40.4k,5.0,163.6k,0.0,293.8k,0.0,0.0,0.0,0.0,0.0,0.0
